Iteration #, Size of Array, Size of Tiles, Time (Seconds)
5, 2500, 15, 56.46
5, 2500, 16, 56.66
5, 2500, 17, 56.77
5, 2500, 18, 57.05
5, 2500, 19, 57.36
5, 2500, 20, 60.91
5, 2500, 21, 57.60
5, 2500, 22, 57.76
5, 2500, 23, 57.75
5, 2500, 24, 58.09
5, 2500, 25, 57.98
5, 2500, 26, 58.21
5, 2500, 27, 58.23
5, 2500, 28, 58.20
5, 2500, 29, 57.97
5, 2500, 30, 58.03
5, 2500, 31, 58.08
5, 2500, 32, 58.30
5, 2500, 33, 58.24
5, 2500, 34, 60.77
5, 2500, 35, 58.47
5, 2500, 36, 58.57
5, 2500, 37, 58.64
5, 2500, 38, 58.73
5, 2500, 39, 60.76
5, 2500, 40, 58.80
5, 2500, 41, 60.69
5, 2500, 42, 58.82
5, 2500, 43, 60.74
5, 2500, 44, 58.88
5, 2500, 45, 58.86
5, 2500, 46, 58.84
5, 2500, 47, 58.85
5, 2500, 48, 58.92
5, 2500, 49, 58.86
5, 2500, 50, 58.95
5, 2500, 51, 58.88
5, 2500, 52, 59.00
5, 2500, 53, 59.02
5, 2500, 54, 59.12
5, 2500, 55, 59.24
5, 2500, 56, 59.38
5, 2500, 57, 59.36
5, 2500, 58, 59.43
5, 2500, 59, 59.44
5, 2500, 60, 59.46
5, 2500, 61, 59.46
5, 2500, 62, 59.51
5, 2500, 63, 59.53
5, 2500, 64, 59.54
5, 2500, 65, 59.52
5, 2500, 66, 59.59
5, 2500, 67, 59.57
5, 2500, 68, 59.63
5, 2500, 69, 59.64
5, 2500, 70, 59.77
5, 2500, 71, 59.87
5, 2500, 72, 60.00
5, 2500, 73, 59.97
5, 2500, 74, 60.04
5, 2500, 75, 61.10
5, 2500, 76, 61.10
5, 2500, 77, 61.13
5, 2500, 78, 61.08
5, 2500, 79, 61.08
5, 2500, 80, 61.18
5, 2500, 81, 61.14
5, 2500, 82, 61.10
5, 2500, 83, 61.07
5, 2500, 84, 61.07
5, 2500, 85, 60.98
5, 2500, 86, 60.99
5, 2500, 87, 60.97
5, 2500, 88, 60.96
5, 2500, 89, 61.00
5, 2500, 90, 60.12
5, 2500, 91, 60.16
5, 2500, 92, 60.20
5, 2500, 93, 60.24
5, 2500, 94, 60.23
5, 2500, 95, 61.06
5, 2500, 96, 61.06
5, 2500, 97, 61.06
5, 2500, 98, 61.05
5, 2500, 99, 61.06
5, 2500, 100, 61.13
5, 2500, 101, 61.14
5, 2500, 102, 61.21
5, 2500, 103, 61.31
5, 2500, 104, 61.39
5, 2500, 105, 61.47
5, 2500, 106, 61.44
5, 2500, 107, 61.65
5, 2500, 108, 61.87
5, 2500, 109, 61.87
5, 2500, 110, 61.93
5, 2500, 111, 61.73
5, 2500, 112, 61.72
5, 2500, 113, 61.76
5, 2500, 114, 61.80
5, 2500, 115, 61.73
5, 2500, 116, 61.67
5, 2500, 117, 61.72
5, 2500, 118, 61.75
5, 2500, 119, 61.74
5, 2500, 120, 61.75
5, 2500, 121, 61.73
5, 2500, 122, 61.77
5, 2500, 123, 61.76
5, 2500, 124, 61.80
5, 2500, 125, 61.82
5, 2500, 126, 61.84
5, 2500, 127, 61.70
5, 2500, 128, 61.58
5, 2500, 129, 61.60
5, 2500, 130, 61.62
5, 2500, 131, 61.63
5, 2500, 132, 61.62
5, 2500, 133, 61.63
5, 2500, 134, 61.66
5, 2500, 135, 61.61
5, 2500, 136, 61.56
5, 2500, 137, 61.65
5, 2500, 138, 61.63
5, 2500, 139, 61.74
5, 2500, 140, 61.68
5, 2500, 141, 61.68
5, 2500, 142, 61.73
5, 2500, 143, 61.58
5, 2500, 144, 61.49
5, 2500, 145, 61.52
5, 2500, 146, 61.52
5, 2500, 147, 61.50
5, 2500, 148, 61.52
5, 2500, 149, 61.55
5, 2500, 150, 61.61
5, 2500, 151, 61.59
5, 2500, 152, 61.53
5, 2500, 153, 61.52
5, 2500, 154, 61.53
5, 2500, 155, 61.61
5, 2500, 156, 61.61
5, 2500, 157, 61.63
5, 2500, 158, 61.64
5, 2500, 159, 61.60
5, 2500, 160, 61.47
5, 2500, 161, 61.51
5, 2500, 162, 61.45
5, 2500, 163, 61.42
5, 2500, 164, 61.40
5, 2500, 165, 61.41
5, 2500, 166, 61.45
5, 2500, 167, 61.51
5, 2500, 168, 61.48
5, 2500, 169, 61.51
5, 2500, 170, 61.52
5, 2500, 171, 61.59
5, 2500, 172, 61.53
5, 2500, 173, 61.57
5, 2500, 174, 61.53
5, 2500, 175, 61.44
5, 2500, 176, 61.35
5, 2500, 177, 61.38
5, 2500, 178, 61.40
5, 2500, 179, 61.41
5, 2500, 180, 61.40
5, 2500, 181, 61.55
5, 2500, 182, 61.43
5, 2500, 183, 61.48
5, 2500, 184, 61.45
5, 2500, 185, 61.45
5, 2500, 186, 61.48
5, 2500, 187, 61.47
5, 2500, 188, 61.44
5, 2500, 189, 61.47
5, 2500, 190, 61.47
5, 2500, 191, 61.45
5, 2500, 192, 61.35
5, 2500, 193, 61.37
5, 2500, 194, 61.36
5, 2500, 195, 61.36
5, 2500, 196, 61.34
5, 2500, 197, 61.37
5, 2500, 198, 61.38
5, 2500, 199, 61.41
5, 2500, 200, 61.40
5, 2500, 201, 61.40
5, 2500, 202, 61.43
5, 2500, 203, 61.43
5, 2500, 204, 61.40
5, 2500, 205, 61.42
5, 2500, 206, 61.42
5, 2500, 207, 61.40
5, 2500, 208, 61.36
5, 2500, 209, 61.34
5, 2500, 210, 61.34
5, 2500, 211, 61.32
5, 2500, 212, 61.29
5, 2500, 213, 61.31
5, 2500, 214, 61.32
5, 2500, 215, 61.33
5, 2500, 216, 61.32
5, 2500, 217, 61.32
5, 2500, 218, 61.33
5, 2500, 219, 61.29
5, 2500, 220, 61.29
5, 2500, 221, 61.29
5, 2500, 222, 61.28
5, 2500, 223, 61.25
5, 2500, 224, 61.22
5, 2500, 225, 61.24
5, 2500, 226, 61.27
5, 2500, 227, 61.26
5, 2500, 228, 61.26
5, 2500, 229, 61.28
5, 2500, 230, 61.28
5, 2500, 231, 61.26
5, 2500, 232, 61.27
5, 2500, 233, 61.29
5, 2500, 234, 61.30
5, 2500, 235, 61.28
5, 2500, 236, 61.26
5, 2500, 237, 61.27
5, 2500, 238, 61.28
5, 2500, 239, 61.30
5, 2500, 240, 61.27
5, 2500, 241, 61.25
5, 2500, 242, 61.29
5, 2500, 243, 61.25
5, 2500, 244, 61.21
5, 2500, 245, 61.21
5, 2500, 246, 61.23
5, 2500, 247, 61.21
5, 2500, 248, 61.23
5, 2500, 249, 61.20
6, 3000, 2, 182.41
6, 3000, 3, 134.19
6, 3000, 4, 107.27
6, 3000, 5, 101.24
6, 3000, 6, 98.59
6, 3000, 7, 96.79
6, 3000, 8, 96.12
6, 3000, 9, 95.85
6, 3000, 10, 95.92
6, 3000, 11, 97.42
6, 3000, 12, 98.06
6, 3000, 13, 97.95
6, 3000, 14, 98.01
6, 3000, 15, 97.96
6, 3000, 16, 98.52
6, 3000, 17, 98.48
6, 3000, 18, 98.84
6, 3000, 19, 99.31
6, 3000, 20, 104.77
6, 3000, 21, 99.75
6, 3000, 22, 99.96
6, 3000, 23, 99.89
6, 3000, 24, 100.50
6, 3000, 25, 100.08
6, 3000, 26, 100.44
6, 3000, 27, 100.39
6, 3000, 28, 100.67
6, 3000, 29, 100.31
6, 3000, 30, 100.38
6, 3000, 31, 100.46
6, 3000, 32, 101.08
6, 3000, 33, 100.69
6, 3000, 34, 104.57
6, 3000, 35, 101.11
6, 3000, 36, 101.36
6, 3000, 37, 101.41
6, 3000, 38, 101.61
6, 3000, 39, 105.17
6, 3000, 40, 101.62
6, 3000, 41, 105.08
6, 3000, 42, 101.76
6, 3000, 43, 105.19
6, 3000, 44, 101.96
6, 3000, 45, 101.87
6, 3000, 46, 101.90
6, 3000, 47, 101.95
6, 3000, 48, 101.98
6, 3000, 49, 101.96
6, 3000, 50, 102.02
6, 3000, 51, 102.12
6, 3000, 52, 102.31
6, 3000, 53, 102.25
6, 3000, 54, 102.44
6, 3000, 55, 102.55
6, 3000, 56, 102.70
6, 3000, 57, 102.78
6, 3000, 58, 103.16
6, 3000, 59, 103.14
6, 3000, 60, 103.29
6, 3000, 61, 103.22
6, 3000, 62, 103.38
6, 3000, 63, 103.34
6, 3000, 64, 103.10
6, 3000, 65, 103.17
6, 3000, 66, 103.12
6, 3000, 67, 103.16
6, 3000, 68, 103.29
6, 3000, 69, 103.33
6, 3000, 70, 103.53
6, 3000, 71, 103.79
6, 3000, 72, 103.79
6, 3000, 73, 103.87
6, 3000, 74, 103.89
6, 3000, 75, 105.91
6, 3000, 76, 105.82
6, 3000, 77, 105.78
6, 3000, 78, 105.66
6, 3000, 79, 105.78
6, 3000, 80, 105.55
6, 3000, 81, 105.82
6, 3000, 82, 105.68
6, 3000, 83, 105.56
6, 3000, 84, 105.70
6, 3000, 85, 105.49
6, 3000, 86, 105.59
6, 3000, 87, 105.49
6, 3000, 88, 105.29
6, 3000, 89, 105.40
6, 3000, 90, 104.00
6, 3000, 91, 104.11
6, 3000, 92, 104.20
6, 3000, 93, 104.18
6, 3000, 94, 104.29
6, 3000, 95, 105.59
6, 3000, 96, 105.49
6, 3000, 97, 105.63
6, 3000, 98, 105.69
6, 3000, 99, 105.74
6, 3000, 100, 105.78
6, 3000, 101, 105.80
6, 3000, 102, 105.95
6, 3000, 103, 106.07
6, 3000, 104, 106.03
6, 3000, 105, 106.29
6, 3000, 106, 106.46
6, 3000, 107, 106.59
6, 3000, 108, 106.80
6, 3000, 109, 106.84
6, 3000, 110, 106.93
6, 3000, 111, 106.94
6, 3000, 112, 106.67
6, 3000, 113, 106.86
6, 3000, 114, 106.93
6, 3000, 115, 106.89
6, 3000, 116, 106.90
6, 3000, 117, 106.85
6, 3000, 118, 106.84
6, 3000, 119, 106.81
6, 3000, 120, 106.63
6, 3000, 121, 106.82
6, 3000, 122, 106.75
6, 3000, 123, 106.72
6, 3000, 124, 106.71
6, 3000, 125, 106.86
6, 3000, 126, 106.83
6, 3000, 127, 106.74
6, 3000, 128, 106.46
6, 3000, 129, 106.66
6, 3000, 130, 106.72
6, 3000, 131, 106.71
6, 3000, 132, 106.68
6, 3000, 133, 106.64
6, 3000, 134, 106.61
6, 3000, 135, 106.61
6, 3000, 136, 106.40
6, 3000, 137, 106.65
6, 3000, 138, 106.67
6, 3000, 139, 106.59
6, 3000, 140, 106.50
6, 3000, 141, 106.57
6, 3000, 142, 106.61
6, 3000, 143, 106.63
6, 3000, 144, 106.38
6, 3000, 145, 106.56
6, 3000, 146, 106.55
6, 3000, 147, 106.45
6, 3000, 148, 106.77
6, 3000, 149, 106.53
6, 3000, 150, 106.56
6, 3000, 151, 106.51
6, 3000, 152, 106.31
6, 3000, 153, 106.43
6, 3000, 154, 106.45
6, 3000, 155, 106.39
6, 3000, 156, 106.38
6, 3000, 157, 106.40
6, 3000, 158, 106.45
6, 3000, 159, 106.46
6, 3000, 160, 106.27
6, 3000, 161, 106.42
6, 3000, 162, 106.46
6, 3000, 163, 106.32
6, 3000, 164, 106.30
6, 3000, 165, 106.32
6, 3000, 166, 106.39
6, 3000, 167, 106.55
6, 3000, 168, 106.21
6, 3000, 169, 106.36
6, 3000, 170, 106.37
6, 3000, 171, 106.32
6, 3000, 172, 106.35
6, 3000, 173, 106.28
6, 3000, 174, 106.30
6, 3000, 175, 106.27
6, 3000, 176, 106.11
6, 3000, 177, 106.27
6, 3000, 178, 106.33
6, 3000, 179, 106.30
6, 3000, 180, 106.30
6, 3000, 181, 106.31
6, 3000, 182, 106.63
6, 3000, 183, 106.27
6, 3000, 184, 106.02
6, 3000, 185, 106.21
6, 3000, 186, 106.21
6, 3000, 187, 106.21
6, 3000, 188, 106.23
6, 3000, 189, 106.23
6, 3000, 190, 106.28
6, 3000, 191, 106.27
6, 3000, 192, 106.08
6, 3000, 193, 106.27
6, 3000, 194, 106.19
6, 3000, 195, 106.24
6, 3000, 196, 106.16
6, 3000, 197, 106.17
6, 3000, 198, 106.17
6, 3000, 199, 106.49
6, 3000, 200, 106.04
6, 3000, 201, 106.17
6, 3000, 202, 106.20
6, 3000, 203, 106.19
6, 3000, 204, 106.19
6, 3000, 205, 106.20
6, 3000, 206, 106.19
6, 3000, 207, 106.19
6, 3000, 208, 106.03
6, 3000, 209, 106.16
6, 3000, 210, 106.16
6, 3000, 211, 106.07
6, 3000, 212, 106.05
6, 3000, 213, 106.06
6, 3000, 214, 106.14
6, 3000, 215, 106.47
6, 3000, 216, 105.99
6, 3000, 217, 106.14
6, 3000, 218, 106.09
6, 3000, 219, 106.12
6, 3000, 220, 106.10
6, 3000, 221, 106.14
6, 3000, 222, 106.17
6, 3000, 223, 106.13
6, 3000, 224, 105.96
6, 3000, 225, 106.10
6, 3000, 226, 106.08
6, 3000, 227, 106.11
6, 3000, 228, 106.03
6, 3000, 229, 106.04
6, 3000, 230, 106.02
6, 3000, 231, 106.08
6, 3000, 232, 105.91
6, 3000, 233, 106.09
6, 3000, 234, 106.12
6, 3000, 235, 106.06
6, 3000, 236, 106.06
6, 3000, 237, 106.05
6, 3000, 238, 106.10
6, 3000, 239, 106.10
6, 3000, 240, 105.93
6, 3000, 241, 106.08
6, 3000, 242, 106.03
6, 3000, 243, 106.07
6, 3000, 244, 106.10
6, 3000, 245, 106.03
6, 3000, 246, 106.01
6, 3000, 247, 105.98
6, 3000, 248, 105.82
6, 3000, 249, 105.94
7, 3500, 2, 353.50
7, 3500, 3, 211.04
7, 3500, 4, 171.91
7, 3500, 5, 160.53
7, 3500, 6, 156.28
7, 3500, 7, 153.75
7, 3500, 8, 153.17
7, 3500, 9, 151.82
7, 3500, 10, 151.94
7, 3500, 11, 154.45
7, 3500, 12, 155.67
7, 3500, 13, 155.95
7, 3500, 14, 156.11
7, 3500, 15, 155.37
7, 3500, 16, 155.58
7, 3500, 17, 155.69
7, 3500, 18, 156.20
7, 3500, 19, 156.84
7, 3500, 20, 166.58
7, 3500, 21, 157.95
7, 3500, 22, 158.39
7, 3500, 23, 158.31
7, 3500, 24, 159.04
7, 3500, 25, 158.84
7, 3500, 26, 159.15
7, 3500, 27, 159.24
7, 3500, 28, 159.76
7, 3500, 29, 158.96
7, 3500, 30, 159.15
7, 3500, 31, 159.24
7, 3500, 32, 159.85
7, 3500, 33, 159.68
7, 3500, 34, 166.86
7, 3500, 35, 160.46
7, 3500, 36, 160.85
7, 3500, 37, 161.02
7, 3500, 38, 161.24
7, 3500, 39, 167.19
7, 3500, 40, 161.47
7, 3500, 41, 167.24
7, 3500, 42, 161.55
7, 3500, 43, 167.27
7, 3500, 44, 162.00
7, 3500, 45, 161.85
7, 3500, 46, 162.25
7, 3500, 47, 161.85
7, 3500, 48, 162.35
7, 3500, 49, 162.00
7, 3500, 50, 162.14
7, 3500, 51, 162.19
7, 3500, 52, 162.75
7, 3500, 53, 162.62
7, 3500, 54, 163.25
7, 3500, 55, 163.40
7, 3500, 56, 164.04
7, 3500, 57, 163.83
7, 3500, 58, 164.09
7, 3500, 59, 164.01
7, 3500, 60, 164.32
7, 3500, 61, 164.10
7, 3500, 62, 164.08
7, 3500, 63, 164.11
7, 3500, 64, 164.30
7, 3500, 65, 164.18
7, 3500, 66, 164.20
7, 3500, 67, 164.17
7, 3500, 68, 164.32
7, 3500, 69, 164.30
7, 3500, 70, 164.56
7, 3500, 71, 164.80
7, 3500, 72, 165.06
7, 3500, 73, 164.97
7, 3500, 74, 165.17
7, 3500, 75, 168.06
7, 3500, 76, 167.93
7, 3500, 77, 167.98
7, 3500, 78, 167.87
7, 3500, 79, 168.06
7, 3500, 80, 167.77
7, 3500, 81, 167.75
7, 3500, 82, 167.81
7, 3500, 83, 167.75
7, 3500, 84, 167.55
7, 3500, 85, 167.57
7, 3500, 86, 167.51
7, 3500, 87, 167.62
7, 3500, 88, 167.43
7, 3500, 89, 167.55
7, 3500, 90, 164.95
7, 3500, 91, 165.02
7, 3500, 92, 165.34
7, 3500, 93, 165.46
7, 3500, 94, 165.40
7, 3500, 95, 167.69
7, 3500, 96, 167.82
7, 3500, 97, 167.99
7, 3500, 98, 168.05
7, 3500, 99, 168.20
7, 3500, 100, 168.22
7, 3500, 101, 168.02
7, 3500, 102, 168.24
7, 3500, 103, 168.61
7, 3500, 104, 168.84
7, 3500, 105, 169.10
7, 3500, 106, 169.01
7, 3500, 107, 169.24
7, 3500, 108, 169.69
7, 3500, 109, 169.80
7, 3500, 110, 169.75
7, 3500, 111, 169.66
7, 3500, 112, 169.59
7, 3500, 113, 169.69
7, 3500, 114, 169.64
7, 3500, 115, 169.49
7, 3500, 116, 169.56
7, 3500, 117, 169.58
7, 3500, 118, 169.56
7, 3500, 119, 169.40
7, 3500, 120, 169.51
7, 3500, 121, 169.49
7, 3500, 122, 169.44
7, 3500, 123, 169.27
7, 3500, 124, 169.30
7, 3500, 125, 169.36
7, 3500, 126, 169.39
7, 3500, 127, 169.21
7, 3500, 128, 169.21
7, 3500, 129, 169.21
7, 3500, 130, 169.31
7, 3500, 131, 169.19
7, 3500, 132, 169.09
7, 3500, 133, 169.09
7, 3500, 134, 169.15
7, 3500, 135, 169.14
7, 3500, 136, 169.14
7, 3500, 137, 169.08
7, 3500, 138, 169.08
7, 3500, 139, 168.98
7, 3500, 140, 169.04
7, 3500, 141, 169.02
7, 3500, 142, 169.05
7, 3500, 143, 169.06
7, 3500, 144, 168.90
7, 3500, 145, 168.98
7, 3500, 146, 168.99
7, 3500, 147, 168.94
7, 3500, 148, 168.93
7, 3500, 149, 168.84
7, 3500, 150, 168.84
7, 3500, 151, 168.79
7, 3500, 152, 168.82
7, 3500, 153, 168.86
7, 3500, 154, 168.89
7, 3500, 155, 168.81
7, 3500, 156, 168.69
7, 3500, 157, 168.67
7, 3500, 158, 168.72
7, 3500, 159, 168.75
7, 3500, 160, 168.75
7, 3500, 161, 168.78
7, 3500, 162, 168.79
7, 3500, 163, 169.07
7, 3500, 164, 168.59
7, 3500, 165, 168.55
7, 3500, 166, 168.66
7, 3500, 167, 168.68
7, 3500, 168, 168.68
7, 3500, 169, 168.67
7, 3500, 170, 169.01
7, 3500, 171, 168.64
7, 3500, 172, 168.49
7, 3500, 173, 168.51
7, 3500, 174, 168.65
7, 3500, 175, 168.57
7, 3500, 176, 168.58
7, 3500, 177, 168.57
7, 3500, 178, 168.60
7, 3500, 179, 168.58
7, 3500, 180, 168.56
7, 3500, 181, 168.46
7, 3500, 182, 168.42
7, 3500, 183, 168.41
7, 3500, 184, 168.43
7, 3500, 185, 168.51
7, 3500, 186, 168.54
7, 3500, 187, 168.47
7, 3500, 188, 168.78
7, 3500, 189, 168.43
7, 3500, 190, 168.50
7, 3500, 191, 168.40
7, 3500, 192, 168.34
7, 3500, 193, 168.32
7, 3500, 194, 168.36
7, 3500, 195, 168.38
7, 3500, 196, 168.38
7, 3500, 197, 168.38
7, 3500, 198, 168.44
7, 3500, 199, 168.39
7, 3500, 200, 168.37
7, 3500, 201, 168.36
7, 3
